"Date","Time","Open","High","Low","Close","Up","Down","Volume"
03/11/2025,09:20,5587.96,5595.70,5580.07,5590.38,23405,25598,49003.00
03/11/2025,09:25,5590.19,5592.70,5574.10,5578.17,21991,25815,47806.00
03/11/2025,09:30,5578.23,5579.22,5564.62,5567.41,25092,30732,55824.00
03/11/2025,09:35,5567.35,5579.08,5566.03,5567.60,28929,25778,54707.00
03/11/2025,09:40,5568.45,5572.54,5552.06,5554.77,24815,29432,54247.00
03/11/2025,09:45,5555.23,5565.76,5549.08,5560.73,27219,24399,51618.00
03/11/2025,09:50,5560.63,5568.05,5553.22,5556.40,19919,24362,44281.00
03/11/2025,09:55,5556.83,5577.72,5554.94,5577.72,25895,20223,46118.00
03/11/2025,10:00,5577.78,5577.78,5554.95,5556.42,15955,24544,40499.00
03/11/2025,10:05,5555.61,5565.75,5549.42,5556.97,21144,23220,44364.00
03/11/2025,10:10,5556.95,5589.25,5556.22,5588.51,29738,19135,48873.00
03/11/2025,10:15,5588.35,5596.02,5582.15,5587.12,18470,22590,41060.00
03/11/2025,10:20,5587.05,5594.84,5586.70,5592.13,20855,16819,37674.00
03/11/2025,10:25,5591.97,5594.41,5580.24,5581.39,17666,20409,38075.00
03/11/2025,10:30,5581.27,5592.10,5579.42,5580.27,17276,17308,34584.00
03/11/2025,10:35,5580.39,5594.83,5578.23,5591.44,17204,13000,30204.00
03/11/2025,10:40,5590.79,5592.83,5580.91,5592.80,15688,15884,31572.00
03/11/2025,10:45,5592.68,5607.51,5592.47,5602.61,19695,18713,38408.00
03/11/2025,10:50,5602.41,5603.49,5591.60,5600.45,15499,15044,30543.00
03/11/2025,10:55,5600.73,5602.74,5592.50,5598.79,13370,13045,26415.00
03/11/2025,11:00,5598.68,5600.01,5579.22,5579.97,12439,17851,30290.00
03/11/2025,11:05,5580.35,5583.90,5574.51,5578.44,16028,14899,30927.00
03/11/2025,11:10,5578.45,5579.13,5567.00,5568.78,13881,14186,28067.00
03/11/2025,11:15,5568.85,5569.44,5556.95,5557.80,13173,16960,30133.00
03/11/2025,11:20,5557.96,5564.84,5557.23,5563.77,16546,12720,29266.00
03/11/2025,11:25,5563.80,5571.84,5561.99,5567.51,12188,14342,26530.00
03/11/2025,11:30,5567.55,5573.24,5565.41,5566.94,10186,14587,24773.00
03/11/2025,11:35,5567.20,5574.47,5566.32,5572.89,13508,13219,26727.00
03/11/2025,11:40,5572.79,5576.57,5562.71,5563.25,14844,14220,29064.00
03/11/2025,11:45,5563.30,5572.98,5557.44,5561.71,13609,14903,28512.00
03/11/2025,11:50,5561.62,5566.04,5560.12,5564.82,9441,11306,20747.00
03/11/2025,11:55,5564.88,5565.65,5549.87,5553.23,10453,14782,25235.00
03/11/2025,12:00,5553.65,5557.23,5544.67,5551.11,11585,13945,25530.00
03/11/2025,12:05,5551.06,5551.33,5542.94,5544.56,10667,13597,24264.00
03/11/2025,12:10,5544.41,5547.53,5541.02,5545.07,12949,13432,26381.00
03/11/2025,12:15,5544.85,5547.11,5541.26,5542.34,10539,13807,24346.00
03/11/2025,12:20,5542.32,5550.38,5540.06,5545.08,14214,14694,28908.00
03/11/2025,12:25,5544.66,5546.83,5531.29,5535.77,14901,16325,31226.00
03/11/2025,12:30,5535.75,5537.46,5528.88,5530.07,13014,14566,27580.00
03/11/2025,12:35,5529.85,5540.21,5528.41,5532.62,15416,19269,34685.00
03/11/2025,12:40,5533.01,5537.08,5529.52,5536.79,14273,13751,28024.00
03/11/2025,12:45,5536.92,5546.04,5536.84,5546.03,16607,12162,28769.00
03/11/2025,12:50,5546.16,5560.97,5544.61,5556.19,16945,17091,34036.00
03/11/2025,12:55,5556.01,5560.51,5550.57,5555.32,12139,13735,25874.00
03/11/2025,13:00,5555.52,5556.01,5541.45,5549.70,9358,21193,30551.00
03/11/2025,13:05,5550.07,5577.30,5549.50,5571.82,20200,17513,37713.00
03/11/2025,13:10,5571.85,5580.65,5566.43,5575.11,14952,18705,33657.00
03/11/2025,13:15,5574.99,5586.20,5574.89,5586.10,16222,16003,32225.00
03/11/2025,13:20,5586.13,5586.13,5578.70,5584.87,13400,14882,28282.00
03/11/2025,13:25,5584.73,5600.61,5582.30,5593.23,22094,16490,38584.00
03/11/2025,13:30,5593.16,5597.80,5588.65,5592.71,17145,15014,32159.00
03/11/2025,13:35,5592.65,5593.00,5582.68,5585.88,17745,19807,37552.00
03/11/2025,13:40,5585.84,5595.94,5582.83,5594.52,16194,12484,28678.00
03/11/2025,13:45,5594.81,5616.77,5593.70,5614.33,20641,25023,45664.00
03/11/2025,13:50,5614.56,5621.92,5612.57,5620.01,23006,20015,43021.00
03/11/2025,13:55,5620.24,5636.30,5619.39,5629.74,26192,22893,49085.00
03/11/2025,14:00,5630.23,5631.26,5620.06,5623.52,20136,24977,45113.00
03/11/2025,14:05,5623.47,5625.92,5607.14,5616.29,18655,21425,40080.00
03/11/2025,14:10,5616.36,5633.35,5616.36,5626.16,22564,24960,47524.00
03/11/2025,14:15,5626.24,5626.61,5611.13,5611.76,18087,22108,40195.00
03/11/2025,14:20,5611.71,5611.71,5600.18,5605.46,21178,22663,43841.00
03/11/2025,14:25,5605.45,5616.73,5596.77,5597.45,23389,22858,46247.00
03/11/2025,14:30,5597.08,5610.06,5595.66,5604.31,20875,19549,40424.00
03/11/2025,14:35,5604.45,5608.24,5600.77,5601.58,22807,20676,43483.00
03/11/2025,14:40,5601.43,5610.56,5597.50,5598.91,21983,24944,46927.00
03/11/2025,14:45,5598.99,5603.78,5591.21,5603.47,25066,26401,51467.00
03/11/2025,14:50,5603.44,5607.79,5596.32,5607.58,29122,27173,56295.00
03/11/2025,14:55,5607.61,5607.61,5581.55,5588.63,42969,53070,96039.00
03/11/2025,15:00,5588.09,5588.09,5569.59,5572.07,847704,141902,989606.00
03/12/2025,08:35,5624.84,5642.19,5624.84,5633.88,56262,175082,231344.00
03/12/2025,08:40,5634.23,5639.80,5624.20,5633.14,34698,35838,70536.00
03/12/2025,08:45,5633.19,5635.68,5610.79,5613.91,28921,35766,64687.00
03/12/2025,08:50,5614.44,5622.75,5604.07,5611.04,26707,27730,54437.00
03/12/2025,08:55,5611.35,5623.05,5606.06,5606.06,24724,28881,53605.00
03/12/2025,09:00,5606.05,5607.98,5593.70,5603.38,27704,23812,51516.00
03/12/2025,09:05,5603.84,5606.44,5589.98,5601.46,30383,27512,57895.00
03/12/2025,09:10,5601.25,5612.42,5601.25,5611.04,25347,23841,49188.00
03/12/2025,09:15,5611.14,5614.00,5599.07,5602.40,23751,19951,43702.00
03/12/2025,09:20,5602.52,5602.52,5591.22,5599.96,20296,22088,42384.00
03/12/2025,09:25,5600.16,5605.06,5589.35,5593.04,18537,22562,41099.00
03/12/2025,09:30,5593.00,5603.76,5592.37,5599.38,16948,18042,34990.00
03/12/2025,09:35,5599.22,5600.65,5581.56,5583.29,19194,25902,45096.00
03/12/2025,09:40,5583.32,5586.83,5579.70,5579.70,18975,19447,38422.00
03/12/2025,09:45,5579.69,5581.15,5571.43,5573.08,19715,20005,39720.00
03/12/2025,09:50,5573.15,5576.73,5568.91,5569.80,16872,18832,35704.00
03/12/2025,09:55,5570.09,5582.70,5568.34,5582.14,20034,16201,36235.00
03/12/2025,10:00,5582.01,5582.01,5563.28,5563.28,16538,20683,37221.00
03/12/2025,10:05,5563.44,5566.16,5555.19,5556.40,17697,22030,39727.00
03/12/2025,10:10,5556.42,5558.42,5546.09,5553.65,17780,18751,36531.00
03/12/2025,10:15,5553.44,5558.67,5552.52,5556.80,16337,15302,31639.00
03/12/2025,10:20,5556.74,5568.35,5552.42,5565.28,17680,16472,34152.00
03/12/2025,10:25,5565.28,5574.26,5559.25,5571.61,15903,14436,30339.00
03/12/2025,10:30,5571.54,5579.42,5570.29,5577.44,16237,14506,30743.00
03/12/2025,10:35,5577.50,5583.88,5574.96,5580.10,14693,13222,27915.00
03/12/2025,10:40,5580.09,5589.71,5580.04,5587.09,15000,13094,28094.00
03/12/2025,10:45,5587.15,5589.34,5584.43,5587.71,11827,13601,25428.00
03/12/2025,10:50,5587.56,5596.21,5584.32,5594.51,15949,14236,30185.00
03/12/2025,10:55,5594.41,5599.03,5592.91,5598.00,14584,12997,27581.00
03/12/2025,11:00,5598.13,5600.05,5586.09,5599.86,17109,15174,32283.00
03/12/2025,11:05,5599.79,5599.79,5591.37,5594.68,10839,12395,23234.00
03/12/2025,11:10,5594.56,5606.00,5594.16,5605.83,14705,9657,24362.00
03/12/2025,11:15,5604.98,5613.50,5601.74,5613.25,22563,11858,34421.00
03/12/2025,11:20,5613.21,5613.68,5607.07,5612.18,15118,14232,29350.00
03/12/2025,11:25,5612.21,5616.55,5612.21,5615.33,14175,12098,26273.00
03/12/2025,11:30,5615.27,5615.62,5607.45,5611.00,14436,13337,27773.00
03/12/2025,11:35,5611.12,5619.34,5611.12,5619.24,13261,11956,25217.00
03/12/2025,11:40,5619.47,5621.37,5613.35,5613.35,14162,13478,27640.00
03/12/2025,11:45,5613.28,5613.28,5596.49,5597.55,16579,15537,32116.00
03/12/2025,11:50,5597.65,5615.82,5596.66,5615.36,15102,9815,24917.00
03/12/2025,11:55,5615.28,5617.76,5605.84,5612.27,12090,14595,26685.00
03/12/2025,12:00,5612.49,5614.44,5599.77,5599.77,9721,13514,23235.00
03/12/2025,12:05,5599.73,5603.47,5597.14,5601.28,10469,10986,21455.00
03/12/2025,12:10,5601.45,5608.09,5596.00,5607.90,12898,10508,23406.00
03/12/2025,12:15,5608.03,5613.44,5604.49,5613.31,11902,10888,22790.00
03/12/2025,12:20,5613.31,5614.21,5607.60,5612.29,9852,10894,20746.00
03/12/2025,12:25,5612.34,5620.25,5611.66,5619.48,11407,8168,19575.00
03/12/2025,12:30,5619.41,5622.70,5615.26,5622.48,13725,12465,26190.00
03/12/2025,12:35,5622.50,5625.95,5618.26,5619.80,11664,12755,24419.00
03/12/2025,12:40,5619.98,5624.35,5618.73,5618.99,10672,11626,22298.00
03/12/2025,12:45,5618.93,5621.66,5616.14,5616.14,9106,10393,19499.00
03/12/2025,12:50,5616.06,5620.68,5612.52,5612.52,9876,12398,22274.00
03/12/2025,12:55,5612.74,5613.51,5601.62,5602.34,12767,13998,26765.00
03/12/2025,13:00,5602.43,5602.65,5587.74,5587.74,12755,21546,34301.00
03/12/2025,13:05,5587.85,5602.79,5586.68,5595.42,14308,15348,29656.00
03/12/2025,13:10,5595.42,5595.76,5589.06,5592.62,11283,12031,23314.00
03/12/2025,13:15,5592.69,5603.42,5592.69,5602.63,13140,11814,24954.00
03/12/2025,13:20,5602.70,5605.24,5600.25,5605.09,11900,11724,23624.00
03/12/2025,13:25,5605.10,5607.71,5600.08,5604.11,12659,12250,24909.00
03/12/2025,13:30,5604.18,5610.22,5602.91,5610.17,12753,10794,23547.00
03/12/2025,13:35,5610.30,5613.84,5607.88,5613.03,13444,11450,24894.00
03/12/2025,13:40,5613.21,5614.24,5609.20,5611.95,10264,12073,22337.00
03/12/2025,13:45,5611.99,5620.52,5611.99,5620.04,14095,10216,24311.00
03/12/2025,13:50,5620.13,5626.91,5618.85,5624.64,15269,12125,27394.00
03/12/2025,13:55,5624.48,5624.48,5615.75,5618.55,11272,12275,23547.00
03/12/2025,14:00,5618.50,5622.85,5612.79,5620.71,13187,13489,26676.00
03/12/2025,14:05,5620.59,5620.59,5608.18,5614.55,14259,16209,30468.00
03/12/2025,14:10,5614.38,5615.28,5610.11,5614.85,13492,11161,24653.00
03/12/2025,14:15,5614.82,5615.94,5610.44,5610.47,12411,12342,24753.00
03/12/2025,14:20,5610.57,5612.77,5602.97,5611.80,19875,16731,36606.00
03/12/2025,14:25,5611.81,5613.00,5598.04,5603.92,17504,18953,36457.00
03/12/2025,14:30,5603.52,5609.20,5603.52,5605.01,17135,17713,34848.00
03/12/2025,14:35,5605.01,5610.94,5602.60,5603.79,20523,19976,40499.00
03/12/2025,14:40,5603.71,5603.93,5593.81,5599.85,20783,26366,47149.00
03/12/2025,14:45,5599.87,5601.72,5593.60,5601.35,20991,22501,43492.00
03/12/2025,14:50,5601.44,5604.49,5597.35,5604.49,27354,23711,51065.00
03/12/2025,14:55,5604.35,5604.35,5590.94,5602.79,40929,45506,86435.00
03/12/2025,15:00,5602.89,5607.87,5598.21,5599.30,742440,95090,837530.00
03/13/2025,08:35,5594.45,5594.45,5583.09,5591.47,43146,140821,183967.00
03/13/2025,08:40,5591.63,5594.16,5582.44,5588.80,33362,30763,64125.00
03/13/2025,08:45,5589.08,5595.87,5579.65,5579.98,23939,31392,55331.00
03/13/2025,08:50,5579.79,5581.61,5575.44,5576.09,23817,23581,47398.00
03/13/2025,08:55,5575.59,5577.68,5562.09,5563.20,23325,29145,52470.00
03/13/2025,09:00,5563.39,5565.30,5553.00,5557.74,24390,26359,50749.00
03/13/2025,09:05,5557.67,5568.53,5551.70,5563.66,30497,27195,57692.00
03/13/2025,09:10,5563.84,5574.76,5563.84,5572.19,25756,20074,45830.00
03/13/2025,09:15,5572.30,5583.69,5567.19,5582.97,24272,20363,44635.00
03/13/2025,09:20,5583.86,5591.66,5582.10,5590.64,22816,17526,40342.00
03/13/2025,09:25,5590.62,5592.41,5583.62,5592.15,21918,18914,40832.00
03/13/2025,09:30,5591.75,5597.78,5578.92,5579.22,25849,22512,48361.00
03/13/2025,09:35,5579.21,5590.13,5578.37,5579.98,19074,17965,37039.00
03/13/2025,09:40,5580.41,5583.14,5569.33,5571.71,15223,19459,34682.00
03/13/2025,09:45,5571.88,5573.27,5566.58,5571.74,16937,15180,32117.00
03/13/2025,09:50,5571.60,5576.13,5565.90,5568.45,14788,15370,30158.00
03/13/2025,09:55,5568.55,5581.11,5568.36,5575.32,16045,17334,33379.00
03/13/2025,10:00,5575.23,5575.32,5564.51,5567.93,13750,15747,29497.00
03/13/2025,10:05,5568.72,5576.40,5568.72,5573.64,15400,16354,31754.00
03/13/2025,10:10,5573.79,5576.73,5558.20,5559.20,11665,15538,27203.00
03/13/2025,10:15,5559.52,5562.77,5555.27,5557.46,14503,12925,27428.00
03/13/2025,10:20,5557.55,5559.76,5554.23,5559.76,13314,12657,25971.00
03/13/2025,10:25,5559.67,5559.67,5554.60,5557.98,11516,13841,25357.00
03/13/2025,10:30,5558.03,5560.65,5549.38,5550.91,15300,16295,31595.00
03/13/2025,10:35,5550.67,5555.12,5548.65,5551.03,11799,14325,26124.00
03/13/2025,10:40,5551.07,5551.19,5534.40,5536.71,12061,19811,31872.00
03/13/2025,10:45,5536.68,5556.79,5533.02,5550.97,22906,20696,43602.00
03/13/2025,10:50,5550.75,5551.39,5542.39,5549.92,15134,16444,31578.00
03/13/2025,10:55,5549.87,5549.87,5536.65,5537.21,13390,15900,29290.00
03/13/2025,11:00,5537.23,5538.34,5530.99,5531.60,12795,15553,28348.00
03/13/2025,11:05,5531.58,5541.12,5530.06,5539.69,18010,13882,31892.00
03/13/2025,11:10,5539.78,5546.52,5532.44,5544.99,15570,13659,29229.00
03/13/2025,11:15,5544.80,5545.01,5536.97,5537.28,11862,13660,25522.00
03/13/2025,11:20,5537.12,5538.67,5532.92,5537.94,15096,12656,27752.00
03/13/2025,11:25,5537.99,5539.89,5533.10,5533.55,11108,14507,25615.00
03/13/2025,11:30,5533.40,5536.09,5531.62,5533.50,11843,12408,24251.00
03/13/2025,11:35,5533.59,5545.75,5530.03,5545.68,16220,14608,30828.00
03/13/2025,11:40,5545.43,5551.78,5541.61,5551.09,13975,11856,25831.00
03/13/2025,11:45,5551.22,5552.21,5539.07,5539.66,9703,14618,24321.00
03/13/2025,11:50,5539.62,5541.04,5521.79,5527.19,15773,21110,36883.00
03/13/2025,11:55,5527.09,5536.57,5524.31,5529.28,13807,12650,26457.00
03/13/2025,12:00,5529.22,5533.00,5526.71,5532.73,10393,11457,21850.00
03/13/2025,12:05,5532.72,5535.96,5528.16,5535.60,11061,11045,22106.00
03/13/2025,12:10,5535.59,5539.55,5527.90,5528.43,10005,10986,20991.00
03/13/2025,12:15,5528.40,5528.97,5520.51,5522.95,12485,12727,25212.00
03/13/2025,12:20,5522.79,5522.95,5511.40,5512.92,9617,17210,26827.00
03/13/2025,12:25,5512.74,5520.66,5512.43,5516.02,11704,12990,24694.00
03/13/2025,12:30,5515.96,5520.23,5514.34,5519.16,10867,12728,23595.00
03/13/2025,12:35,5518.82,5518.96,5510.84,5510.87,7986,14635,22621.00
03/13/2025,12:40,5510.76,5513.04,5508.49,5508.97,11187,14479,25666.00
03/13/2025,12:45,5508.94,5513.38,5507.19,5507.36,11140,12602,23742.00
03/13/2025,12:50,5507.43,5508.42,5504.65,5506.80,9982,12810,22792.00
03/13/2025,12:55,5506.88,5515.73,5506.38,5515.60,16127,12035,28162.00
03/13/2025,13:00,5515.69,5515.69,5506.92,5507.63,11033,13897,24930.00
03/13/2025,13:05,5507.60,5523.52,5507.04,5521.59,15975,13082,29057.00
03/13/2025,13:10,5521.42,5529.26,5520.21,5525.93,13251,11968,25219.00
03/13/2025,13:15,5525.94,5538.66,5525.18,5536.80,14574,13016,27590.00
03/13/2025,13:20,5536.74,5536.74,5526.93,5529.17,13157,13704,26861.00
03/13/2025,13:25,5529.02,5534.68,5526.88,5533.48,12301,11709,24010.00
03/13/2025,13:30,5533.46,5537.28,5531.29,5537.27,14066,11571,25637.00
03/13/2025,13:35,5537.35,5543.92,5533.41,5538.85,13923,12744,26667.00
03/13/2025,13:40,5538.66,5545.81,5538.66,5543.41,12720,9632,22352.00
03/13/2025,13:45,5543.39,5548.68,5541.11,5548.33,13627,9834,23461.00
03/13/2025,13:50,5548.23,5550.20,5543.24,5548.97,11866,11288,23154.00
03/13/2025,13:55,5548.93,5549.62,5536.57,5542.44,13370,14628,27998.00
03/13/2025,14:00,5542.20,5547.01,5539.73,5546.79,14775,12344,27119.00
03/13/2025,14:05,5546.71,5553.10,5541.93,5542.75,14696,16063,30759.00
03/13/2025,14:10,5542.80,5542.80,5530.33,5532.87,12553,16887,29440.00
03/13/2025,14:15,5532.84,5538.67,5530.78,5536.48,14368,13741,28109.00
03/13/2025,14:20,5536.43,5540.13,5534.89,5538.99,14231,11422,25653.00
03/13/2025,14:25,5538.95,5538.95,5533.10,5533.85,14525,14885,29410.00
03/13/2025,14:30,5533.83,5533.83,5517.99,5522.25,15955,23837,39792.00
03/13/2025,14:35,5522.36,5527.59,5518.49,5526.33,19522,18708,38230.00
03/13/2025,14:40,5526.45,5526.45,5512.09,5512.09,17047,22700,39747.00
03/13/2025,14:45,5512.09,5519.18,5512.02,5518.58,26388,23316,49704.00
03/13/2025,14:50,5518.58,5521.66,5514.72,5519.65,25857,24747,50604.00
03/13/2025,14:55,5519.69,5519.69,5509.26,5516.43,44225,42668,86893.00
03/13/2025,15:00,5516.40,5522.82,5516.22,5521.49,147152,605950,753102.00
03/14/2025,08:35,5563.85,5576.72,5563.85,5574.64,42666,105941,148607.00
03/14/2025,08:40,5574.90,5588.16,5572.90,5584.80,34044,22455,56499.00
03/14/2025,08:45,5584.82,5589.73,5583.56,5589.68,27936,19489,47425.00
03/14/2025,08:50,5589.70,5599.40,5589.70,5598.03,21892,19862,41754.00
03/14/2025,08:55,5598.39,5603.93,5594.49,5603.23,22544,20139,42683.00
03/14/2025,09:00,5603.22,5603.22,5589.03,5589.50,15315,21202,36517.00
03/14/2025,09:05,5590.24,5590.24,5565.70,5585.05,26363,32080,58443.00
03/14/2025,09:10,5585.05,5595.25,5579.36,5579.36,21520,21555,43075.00
03/14/2025,09:15,5579.30,5583.38,5570.64,5574.64,18835,18946,37781.00
03/14/2025,09:20,5574.48,5577.45,5572.60,5575.92,18676,16358,35034.00
03/14/2025,09:25,5575.98,5582.21,5566.85,5581.59,22567,15753,38320.00
03/14/2025,09:30,5581.75,5582.30,5574.25,5576.02,14549,16839,31388.00
03/14/2025,09:35,5575.99,5583.76,5575.71,5582.50,17953,12930,30883.00
03/14/2025,09:40,5582.66,5592.66,5577.78,5592.62,16154,15733,31887.00
03/14/2025,09:45,5592.39,5594.48,5586.70,5593.32,16548,16108,32656.00
03/14/2025,09:50,5593.23,5598.63,5593.23,5596.11,14067,13492,27559.00
03/14/2025,09:55,5596.17,5600.90,5596.17,5597.40,13407,12074,25481.00
03/14/2025,10:00,5597.40,5608.34,5593.87,5608.34,17407,11928,29335.00
03/14/2025,10:05,5609.21,5615.31,5609.21,5612.48,19955,16377,36332.00
03/14/2025,10:10,5612.56,5613.27,5608.10,5608.77,13210,14445,27655.00
03/14/2025,10:15,5608.51,5613.21,5606.94,5610.06,16661,11922,28583.00
03/14/2025,10:20,5610.05,5617.03,5610.05,5616.45,14942,11974,26916.00
03/14/2025,10:25,5616.54,5620.63,5616.43,5619.48,16585,13370,29955.00
03/14/2025,10:30,5619.78,5621.50,5614.87,5617.39,12290,14897,27187.00
03/14/2025,10:35,5617.38,5624.46,5617.38,5622.83,14742,11586,26328.00
03/14/2025,10:40,5622.76,5625.36,5620.61,5625.30,14398,13962,28360.00
03/14/2025,10:45,5625.32,5629.77,5624.48,5629.77,16810,13025,29835.00
03/14/2025,10:50,5629.84,5630.92,5620.48,5624.48,14631,13592,28223.00
03/14/2025,10:55,5624.43,5624.88,5619.76,5624.75,12238,12643,24881.00
03/14/2025,11:00,5624.63,5629.42,5623.65,5627.51,11713,11741,23454.00
03/14/2025,11:05,5627.60,5628.39,5623.19,5623.44,9931,11616,21547.00
03/14/2025,11:10,5623.06,5624.34,5618.30,5618.35,10989,13535,24524.00
03/14/2025,11:15,5618.22,5619.35,5613.52,5615.01,10009,11799,21808.00
03/14/2025,11:20,5615.05,5615.41,5609.80,5611.90,11424,12423,23847.00
03/14/2025,11:25,5611.98,5618.71,5611.98,5616.94,12085,9142,21227.00
03/14/2025,11:30,5616.97,5618.46,5607.83,5609.39,9231,13430,22661.00
03/14/2025,11:35,5609.28,5612.66,5607.72,5612.66,11362,11889,23251.00
03/14/2025,11:40,5613.03,5623.52,5612.91,5617.76,15604,10840,26444.00
03/14/2025,11:45,5617.88,5624.16,5617.88,5623.54,11081,8557,19638.00
03/14/2025,11:50,5623.48,5623.48,5620.51,5623.30,8381,9369,17750.00
03/14/2025,11:55,5623.33,5630.34,5623.33,5629.28,12792,10183,22975.00
03/14/2025,12:00,5629.26,5629.62,5625.34,5627.19,9454,9497,18951.00
03/14/2025,12:05,5626.99,5634.06,5625.53,5627.34,16245,12565,28810.00
03/14/2025,12:10,5627.30,5632.68,5626.41,5631.25,11189,8816,20005.00
03/14/2025,12:15,5631.36,5631.54,5624.96,5625.96,8570,9786,18356.00
03/14/2025,12:20,5625.97,5630.24,5624.31,5624.90,10029,9013,19042.00
03/14/2025,12:25,5624.86,5628.75,5623.60,5624.03,8954,9833,18787.00
03/14/2025,12:30,5624.00,5626.98,5619.71,5621.47,10927,12394,23321.00
03/14/2025,12:35,5621.45,5625.84,5617.75,5618.93,9792,9782,19574.00
03/14/2025,12:40,5618.93,5622.80,5615.21,5620.97,10772,10136,20908.00
03/14/2025,12:45,5621.07,5621.42,5614.89,5615.07,8128,10155,18283.00
03/14/2025,12:50,5615.06,5615.76,5612.28,5613.84,9885,9725,19610.00
03/14/2025,12:55,5613.90,5620.39,5613.90,5620.07,9278,9293,18571.00
03/14/2025,13:00,5619.98,5619.98,5612.75,5613.04,6966,10923,17889.00
03/14/2025,13:05,5613.14,5621.19,5613.14,5620.92,12852,9468,22320.00
03/14/2025,13:10,5620.98,5623.62,5618.62,5619.77,9079,9687,18766.00
03/14/2025,13:15,5619.80,5621.64,5614.26,5614.93,9458,9047,18505.00
03/14/2025,13:20,5614.83,5616.06,5612.67,5614.39,9974,8010,17984.00
03/14/2025,13:25,5614.37,5615.56,5609.68,5610.27,8427,9829,18256.00
03/14/2025,13:30,5610.33,5615.84,5610.31,5613.74,10482,9756,20238.00
03/14/2025,13:35,5613.83,5622.60,5613.83,5622.38,13545,8137,21682.00
03/14/2025,13:40,5622.42,5628.18,5620.12,5628.11,13156,8481,21637.00
03/14/2025,13:45,5628.14,5628.80,5623.94,5626.79,10375,13399,23774.00
03/14/2025,13:50,5626.80,5631.19,5626.34,5628.01,12313,12201,24514.00
03/14/2025,13:55,5628.03,5629.13,5623.99,5625.38,10333,11908,22241.00
03/14/2025,14:00,5625.49,5626.07,5620.03,5624.49,10887,12696,23583.00
03/14/2025,14:05,5624.53,5627.90,5622.25,5627.90,11160,11289,22449.00
03/14/2025,14:10,5627.85,5631.30,5627.24,5630.45,14580,11111,25691.00
03/14/2025,14:15,5630.39,5634.00,5628.48,5633.74,13329,9982,23311.00
03/14/2025,14:20,5633.73,5633.96,5628.82,5629.91,12710,15672,28382.00
03/14/2025,14:25,5629.90,5631.29,5625.36,5628.26,14584,14052,28636.00
03/14/2025,14:30,5628.22,5630.49,5624.65,5625.24,12205,17354,29559.00
03/14/2025,14:35,5625.25,5629.59,5625.25,5628.10,18819,14500,33319.00
03/14/2025,14:40,5628.04,5628.32,5623.10,5623.48,16775,19402,36177.00
03/14/2025,14:45,5623.50,5626.78,5621.29,5626.59,22746,16622,39368.00
03/14/2025,14:50,5626.58,5632.21,5624.84,5631.77,26846,18335,45181.00
03/14/2025,14:55,5631.77,5642.77,5625.61,5641.55,50048,42034,92082.00
03/14/2025,15:00,5641.66,5645.27,5636.86,5638.94,743669,131334,875003.00
03/17/2025,08:35,5635.60,5650.59,5631.12,5650.43,40494,107699,148193.00
03/17/2025,08:40,5650.38,5663.26,5650.01,5663.04,30438,23745,54183.00
03/17/2025,08:45,5662.79,5667.45,5661.80,5665.94,23341,22571,45912.00
03/17/2025,08:50,5665.75,5669.20,5653.73,5654.59,21129,24371,45500.00
03/17/2025,08:55,5654.80,5667.70,5650.92,5667.39,24240,16969,41209.00
03/17/2025,09:00,5667.32,5669.30,5662.33,5663.23,17044,14309,31353.00
03/17/2025,09:05,5663.06,5664.05,5650.43,5653.82,19846,22888,42734.00
03/17/2025,09:10,5653.75,5661.90,5650.62,5659.90,22810,20138,42948.00
03/17/2025,09:15,5659.69,5668.60,5658.33,5667.33,21247,16504,37751.00
03/17/2025,09:20,5667.59,5668.44,5661.75,5664.50,15155,17779,32934.00
03/17/2025,09:25,5664.44,5667.69,5662.36,5664.83,17319,17237,34556.00
03/17/2025,09:30,5664.81,5667.35,5652.23,5652.42,16509,22535,39044.00
03/17/2025,09:35,5652.50,5655.71,5648.06,5652.02,20980,16704,37684.00
03/17/2025,09:40,5652.14,5660.43,5646.85,5659.43,20483,17441,37924.00
03/17/2025,09:45,5659.47,5662.80,5656.06,5661.82,15148,14836,29984.00
03/17/2025,09:50,5661.94,5661.95,5656.65,5660.66,13206,12619,25825.00
03/17/2025,09:55,5660.68,5660.69,5651.04,5651.74,12552,13488,26040.00
03/17/2025,10:00,5651.54,5651.54,5643.41,5645.71,14514,16616,31130.00
03/17/2025,10:05,5646.32,5652.26,5643.16,5644.88,17002,16642,33644.00
03/17/2025,10:10,5644.90,5646.58,5641.76,5646.13,13737,13728,27465.00
03/17/2025,10:15,5646.09,5651.79,5643.11,5651.38,15650,9770,25420.00
03/17/2025,10:20,5651.43,5657.88,5647.93,5657.66,14164,10707,24871.00
03/17/2025,10:25,5657.62,5658.05,5654.49,5655.54,10942,11050,21992.00
03/17/2025,10:30,5655.50,5656.25,5648.19,5648.55,10434,12220,22654.00
03/17/2025,10:35,5648.54,5651.28,5636.01,5638.24,11548,14017,25565.00
03/17/2025,10:40,5638.48,5643.52,5637.34,5638.51,10527,11880,22407.00
03/17/2025,10:45,5638.65,5641.15,5636.99,5639.55,11033,11695,22728.00
03/17/2025,10:50,5639.60,5645.32,5638.37,5645.01,12388,8949,21337.00
03/17/2025,10:55,5645.08,5648.58,5642.75,5648.14,9977,8665,18642.00
